invoice_id,vendor_id,vendor_name,invoice_date,due_date,amount,item_count,payment_status,description,is_fraud,anomaly_reason
b8997e67,2051,Cox-Brown,2025-07-06,2025-06-28,3635.96,4,Unpaid,Printer - quarterly maintenance,1,Due date earlier than invoice date
e3a7ad65,1467,Jones Ltd,2025-09-29,2025-10-25,109.64,1,Unpaid,Whiteboard - for office use,0,Normal
73640f89,1668,Bell-Garner,2025-06-22,2025-07-08,4506.7,9,Pending,USB Drive - bulk order,1,Duplicate invoice ID
bbd2d41f,1018,Williams-Taylor,2025-07-18,2025-08-16,2000.81,6,Unpaid,Mouse - for office use,0,Normal
ec1a8006,1110,"Hernandez, Ruiz and Flores",2025-07-01,2025-08-15,3173.67,3,Paid,Laptop - urgent delivery,0,Normal
576d77e0,1742,Rodriguez-Peterson,2025-06-26,2025-07-11,483.01,4,Unpaid,Printer - for office use,0,Normal
cefd0a58,1114,Watkins-Schneider,2025-06-06,2025-07-03,393.65,2,Unpaid,CleaningService - customer support included,1,Suspicious text validation
658b0c17,1412,"Krueger, Sullivan and Smith",2025-08-26,2025-10-01,3548.26,7,Pending,Whiteboard - monthly supply,0,Normal
22b3d0d4,1526,Stanley Inc,2025-07-07,2025-08-06,1925.88,10,Pending,Delivery Service - customer support included,0,Normal
344ec543,1614,Simmons-Lopez,2025-06-30,2025-08-13,2584.56,5,Unpaid,Router - customer support included,0,Normal
92d3e0ca,1699,Bryant Inc,2025-07-04,2025-08-14,4543.19,2,Pending,OfficeDesk - urgent delivery,1,Suspicious text validation
56ebd9e2,1353,Douglas LLC,2025-05-10,2025-06-13,246.56,1,Pending,Laptop - urgent delivery,0,Normal
29eb97e9,1498,"Anderson, Stout and Chan",2025-07-22,2025-08-26,2076.32,10,Unpaid,Delivery Service - installation included,0,Normal
9bce5f28,1070,Coleman Group,2025-05-11,2025-06-11,2962.26,7,Pending,Keyboard - urgent delivery,0,Normal
2d39b28d,1127,Guzman Group,2025-07-13,2025-08-18,345.71,6,Unpaid,Cleaning Service - customer support included,0,Normal
b925bd03,1009,Delgado-Webb,2025-06-30,2025-08-12,1789.59,2,Paid,Printer - urgent delivery,1,Duplicate invoice ID
47ef998c,2098,"Ortiz, White and Larsen",2025-09-04,2025-10-13,7863.7,8,Pending,Desk Chair - installation included,1,Suspicious invoice amount
1eb512b9,1368,Burns-Bryan,2025-07-10,2025-08-13,954.37,8,Paid,Printer- quarterly maintenance,1,Suspicious text validation
d09bbe2c,1460,"Woods, Mclaughlin and Gordon",2025-08-19,2025-09-14,3001.83,1,Paid,Monitor- customer support included,1,Suspicious text validation
826e6dfa,1427,Yoder-Garcia,2025-10-14,2025-11-03,3254.02,5,Pending,Maintenance Service - customer support included,0,Normal
0ca5eb12,1005,Romero and Sons,2025-06-08,2025-07-16,3144.71,3,Pending,Whiteboard - customer support included,0,Normal
d0983175,1433,Baker Ltd,2025-08-29,2025-10-12,4658.27,5,Paid,Installation Service - bulk order,0,Normal
bac4edaf,1371,Henson LLC,2025-05-25,2025-06-27,3359.76,10,Unpaid,Installation Service - bulk order,0,Normal
408d9d27,1752,Smith-Wise,2025-04-29,2025-05-29,4267.73,8,Unpaid,Consulting Services - for office use,1,Duplicate invoice ID
adbe6095,1087,Jones Inc,2025-09-19,2025-10-06,2474.09,1,Paid,Whiteboard - bulk order,0,Normal
b06ddfa8,1594,Munoz PLC,2025-06-11,2025-07-09,1094.83,8,Unpaid,Notebook - installation included,0,Normal
c7d76797,1302,Wilkerson-Goodman,2025-08-20,2025-09-23,4470.94,6,Pending,Pen Set - installation included,0,Normal
f3b4731c,1273,Greer Inc,2025-08-09,2025-09-16,903.43,8,Pending,Mouse - installation included,0,Normal
a73ea2a6,1121,Williams-Gonzalez,2025-05-26,2025-06-29,2847.24,10,Unpaid,Cleaning Service - urgent delivery,0,Normal
a7824ade,1130,"Bond, Stewart and Waters",2025-06-15,2025-07-03,4582.05,6,Unpaid,Maintenance Service - quarterly maintenance,0,Normal
6aa539a7,1152,Sanchez Group,2025-08-01,2025-09-03,4417.82,3,Paid,Printer - customer support included,0,Normal
b46a7dac,1508,"Gross, Kelly and Boyd",2025-05-11,2025-06-15,353.39,4,Paid,Coffee Machine - installation included,0,Normal
87fb59ce,1098,"Foster, Moses and Short",2025-09-02,2025-10-12,3036.36,8,Unpaid,Office Desk - urgent delivery,0,Normal
9e925499,1279,"Torres, Orr and Wilson",2025-10-19,2025-11-25,718.3,4,Paid,Laptop- urgent delivery,1,Suspicious text validation
a14d2500,1073,"Welch, Mason and Johnson",2025-08-04,2025-09-01,1428.51,6,Pending,Installation Service - urgent delivery,0,Normal
e418d6d4,1595,"Bennett, Lawrence and Stanley",2025-05-22,2025-06-22,4256.74,2,Pending,Keyboard- bulk order,1,Suspicious text validation
6c0dfe78,1573,"Morgan, Holmes and Page",2025-09-29,2025-11-12,1556.67,4,Paid,Whiteboard - urgent delivery,0,Normal
516b0b8c,1684,Moore-Smith,2025-10-22,2025-11-11,909.26,5,Unpaid,Keyboard - monthly supply,0,Normal
a51453d2,1726,"Bennett, Banks and Nichols",2025-10-08,2025-10-06,2000.56,3,Paid,Installation Service - bulk order,1,Due date earlier than invoice date
d69d0c62,1335,"Padilla, Hernandez and Bridges",2025-06-05,2025-06-29,13778.4,5,Unpaid,Projector - customer support included,1,Suspicious invoice amount
06de0712,1084,"Myers, Newton and Deleon",2025-07-15,2025-08-26,3381.74,2,Pending,Coffee Machine - bulk order,0,Normal
49f1eeaf,1229,Miller Group,2025-09-16,2025-10-26,3341.33,3,Paid,Office Desk - bulk order,0,Normal
00054631,1733,"Griffin, Myers and Chavez",2025-09-08,2025-10-02,896.06,6,Paid,Desk Chair - urgent delivery,0,Normal
8d988f8e,1256,Lang-Valencia,2025-10-14,2025-11-22,4658.6,1,Unpaid,Mouse- quarterly maintenance,1,Suspicious text validation
f36e5732,1852,Collier Group,2025-06-09,2025-06-30,3920.87,8,Unpaid,Pen Set - bulk order,0,Normal
af9a7699,1994,Gomez LLC,2025-10-17,2025-11-23,3163.73,7,Pending,Whiteboard - customer support included,0,Normal
87735dc8,1510,"Meyers, Morales and Neal",2025-08-31,2025-10-15,1714.69,4,Unpaid,Whiteboard - for office use,0,Normal
a18d89ba,1179,Riggs Ltd,2025-07-04,2025-07-21,3925.28,6,Paid,Installation Service - monthly supply,0,Normal
a7c4c838,2056,Sosa-Watson,2025-09-30,2025-11-04,2925.11,5,Unpaid,InstallationService - bulk order,1,Suspicious text validation
edf4945c,1496,Schmidt PLC,2025-06-20,2025-07-20,3931.02,8,Unpaid,Consulting Services - monthly supply,0,Normal
6da6e940,1564,"Acosta, Mitchell and Kelly",2025-10-05,2025-11-06,994.97,9,Unpaid,Office Desk - monthly supply,0,Normal
db92c822,1552,Reid and Sons,2025-06-27,2025-07-23,2023.42,9,Paid,Stationery Set - quarterly maintenance,0,Normal
c5fe22ca,1395,Little Ltd,2025-06-09,2025-07-20,359.55,8,Pending,Router - customer support included,0,Normal
1e78985a,1538,"Harvey, Ramirez and Cuevas",2025-09-07,2025-09-29,4150.96,9,Unpaid,Coffee Machine - customer support included,0,Normal
80c1c4b5,1855,Terry Ltd,2025-08-23,2025-09-08,303.46,5,Pending,Router - monthly supply,0,Normal
08a2edee,1532,Brady-Harrison,2025-08-11,2025-09-13,239.01,5,Unpaid,Stationery Set - bulk order,0,Normal
b97aa14c,1159,"Moore, Frazier and Fisher",2025-08-01,2025-08-29,2581.54,10,Unpaid,Whiteboard - monthly supply,0,Normal
f77e394f,1394,Duran Group,2025-07-02,2025-07-18,1035.88,3,Unpaid,Notebook - customer support included,0,Normal
9898a250,1927,"Hatfield, Bowman and Morton",2025-09-13,2025-09-03,4577.05,4,Paid,Maintenance Service - for office use,1,Due date earlier than invoice date
f40faf5e,1889,Brown Inc,2025-08-15,2025-09-15,3197.22,2,Paid,Software Subscription - for office use,0,Normal
dff9b711,1064,Martinez-Walters,2025-08-08,2025-08-05,3310.9,6,Paid,Installation Service - installation included,1,Due date earlier than invoice date
f6146f90,2028,Graham and Sons,2025-10-07,2025-11-16,4631.86,10,Pending,Coffee Machine - bulk order,0,Normal
6585685c,1568,Rivera-Gray,2025-06-07,2025-07-04,3323.55,2,Unpaid,Router - bulk order,0,Normal
dfbcd491,1294,Lucas Inc,2025-07-26,2025-08-24,1613.55,9,Paid,Printer - installation included,0,Normal
01108347,1573,"Kirby, Lopez and Jacobs",2025-05-16,2025-06-19,818.49,10,Paid,Keyboard- quarterly maintenance,1,Suspicious text validation
b1dc140d,1420,"Soto, Morales and Perez",2025-08-23,2025-09-19,3468.2,7,Paid,StationerySet - customer support included,1,Suspicious text validation
07142563,2063,Gray-Tran,2025-07-29,2025-08-16,1372.15,8,Pending,Mouse - bulk order,0,Normal
3dcd78f9,1985,York-Zavala,2025-08-31,2025-10-09,1643.14,8,Paid,Mouse - urgent delivery,1,Duplicate invoice ID
393b96d1,1419,Thompson Inc,2025-08-24,2025-10-03,1489.56,2,Unpaid,Keyboard - customer support included,0,Normal
acc4ae39,1805,"Gardner, Novak and Russell",2025-10-05,2025-10-26,2468.75,10,Paid,Router - bulk order,0,Normal
bb55cf62,1066,"Oconnor, King and Lutz",2025-05-04,2025-05-24,2320.6,10,Pending,SoftwareSubscription - quarterly maintenance,1,Suspicious text validation
ad925206,1375,"Hill, Suarez and Logan",2025-10-22,2025-12-06,4120.1,5,Paid,Consulting Services - urgent delivery,0,Normal
75b6953a,1926,"Day, Harris and Wilcox",2025-08-02,2025-08-26,1023.11,4,Unpaid,Office Desk - urgent delivery,0,Normal
90889363,1900,Hopkins Ltd,2025-07-08,2025-07-27,4264.08,2,Paid,Whiteboard - monthly supply,0,Normal
e7f939be,2031,"Turner, Torres and Thomas",2025-06-21,2025-07-15,2849.05,9,Unpaid,Monitor- for office use,1,Suspicious text validation
d041b0f6,1937,"Holmes, Miller and Perez",2025-10-01,2025-10-19,3961.93,10,Unpaid,Notebook - monthly supply,0,Normal
384d633c,1145,Barber and Sons,2025-08-30,2025-10-03,31035.2,7,Paid,Desk Chair - monthly supply,1,Suspicious invoice amount
4bc736df,1306,Watkins Group,2025-07-31,2025-09-05,2789.63,2,Unpaid,Projector - monthly supply,0,Normal
5eb9d430,2038,Baker-Martinez,2025-10-19,2025-11-15,4688.75,5,Pending,Mouse - quarterly maintenance,0,Normal
ae1125f5,1601,Perry-Fox,2025-04-26,2025-05-19,22.997,10,Unpaid,Installation Service - quarterly maintenance,1,Suspicious invoice amount
09ce1d72,1424,Sweeney-Hendricks,2025-05-13,2025-06-25,514.92,10,Unpaid,Mouse - urgent delivery,0,Normal
5306895c,1370,"Martinez, Richards and Matthews",2025-05-28,2025-06-23,3755.31,3,Paid,Installation Service - quarterly maintenance,0,Normal
1387710a,1365,Montgomery-Smith,2025-05-08,2025-06-02,2019.05,8,Paid,Installation Service - quarterly maintenance,0,Normal
41a009ef,1028,Cooper-Blankenship,2025-05-30,2025-07-11,3517.95,6,Pending,Stationery Set - customer support included,0,Normal
86799de9,1339,Wood Ltd,2025-07-18,2025-08-13,600.8,8,Paid,Desk Chair - for office use,0,Normal
199006dc,1745,Rios Group,2025-10-19,2025-11-08,1969.35,3,Paid,Installation Service - for office use,0,Normal
594152c9,1485,Stevens-Floyd,2025-10-10,2025-10-26,475.34,2,Unpaid,Projector- bulk order,1,Suspicious text validation
3aa7cfa1,1042,Harris-Ortiz,2025-05-07,2025-06-09,71.593,9,Pending,Projector - bulk order,1,Suspicious invoice amount
5d063fd7,1938,"Freeman, Nelson and Reid",2025-08-24,2025-10-06,867.49,3,Paid,Notebook- quarterly maintenance,1,Suspicious text validation
6274b6da,1696,"Rodriguez, Ferrell and Brandt",2025-05-20,2025-06-26,2176.42,1,Paid,Whiteboard - quarterly maintenance,0,Normal
d511cb5e,2013,"Ortiz, Kelley and White",2025-05-30,2025-07-03,323.46,2,Unpaid,Desk Chair - installation included,0,Normal
9e1a0f8c,1122,Randall Ltd,2025-06-08,2025-06-25,3826.21,9,Unpaid,Installation Service - urgent delivery,0,Normal
25a9a0ce,2008,"Stewart, Greer and Ortiz",2025-07-12,2025-08-24,3002.76,4,Unpaid,Office Desk - for office use,1,Duplicate invoice ID
c6ac7613,1234,"Cole, Rose and Rogers",2025-10-14,2025-11-27,2745.88,2,Unpaid,Software Subscription - customer support included,0,Normal
37c2396a,1341,Matthews-Pearson,2025-06-26,2025-08-10,1674.51,2,Pending,Delivery Service - quarterly maintenance,0,Normal
7844c683,1536,Richmond Inc,2025-06-23,2025-07-10,2911.53,2,Unpaid,Whiteboard - customer support included,0,Normal
1e9f059e,1844,"Walker, Bryant and Stokes",2025-05-13,2025-06-13,4836.25,2,Paid,Router - for office use,0,Normal
09dc0c9e,1996,Diaz-Anderson,2025-08-13,2025-08-31,164.58,8,Paid,Coffee Machine - urgent delivery,0,Normal
3ef34b47,1564,Reyes-Bailey,2025-08-23,2025-10-04,388.91200000000003,2,Pending,Stationery Set - monthly supply,1,Suspicious invoice amount
92bfe84b,1353,Scott and Sons,2025-07-19,2025-08-09,4487.88,8,Pending,Router - bulk order,0,Normal
5b01bb9a,2034,"Bonilla, Pena and Espinoza",2025-10-06,2025-11-07,4877.96,3,Pending,Laptop - monthly supply,0,Normal
393fe60e,1371,"Holder, Perez and Parker",2025-05-16,2025-06-05,1149.26,4,Paid,Stationery Set - customer support included,0,Normal
b5e56308,1045,"Underwood, King and Holmes",2025-06-24,2025-07-15,1342.66,3,Pending,USB Drive - customer support included,0,Normal
44bd1ab9,1186,Ramirez-Stanley,2025-06-22,2025-08-04,1367.22,10,Unpaid,Whiteboard - urgent delivery,0,Normal
562348ef,1397,Mann Inc,2025-07-14,2025-08-24,1765.97,10,Pending,CoffeeMachine - quarterly maintenance,1,Suspicious text validation
75588983,2000,"Burke, Perez and Johnson",2025-06-14,2025-07-02,4986.22,10,Unpaid,Whiteboard - customer support included,0,Normal
f0497ab7,1826,"Abbott, Miller and Maxwell",2025-10-20,2025-11-06,2346.67,5,Pending,Laptop - bulk order,0,Normal
cc9a96ae,1438,Waller and Sons,2025-09-20,2025-10-11,1876.0,2,Unpaid,Consulting Services - installation included,0,Normal
cde28483,1094,Randolph Group,2025-06-11,2025-06-04,2844.85,8,Paid,Pen Set - for office use,1,Due date earlier than invoice date
37d39881,1054,"Cochran, Case and Reed",2025-06-29,2025-08-08,2902.25,8,Pending,Stationery Set - quarterly maintenance,0,Normal
f17bd983,1800,Bennett Group,2025-08-10,2025-09-16,4994.03,10,Pending,Cleaning Service - urgent delivery,0,Normal
74980bd3,1803,"Wilson, Martin and Moore",2025-10-04,2025-11-15,815.59,5,Paid,Projector - quarterly maintenance,0,Normal
6a1d20e7,1116,"Newman, Allen and Gilbert",2025-05-22,2025-06-26,2693.59,9,Pending,Keyboard- for office use,1,Suspicious text validation
8a117867,1072,"Oconnor, Perez and Novak",2025-08-03,2025-08-26,2785.59,3,Pending,Laptop - monthly supply,0,Normal
214eb302,1185,"Morales, Ramos and Williams",2025-05-08,2025-06-14,2500.67,3,Unpaid,Projector - installation included,0,Normal
c15e6c8e,1984,Peters Ltd,2025-08-09,2025-09-14,1858.03,2,Paid,Software Subscription - urgent delivery,0,Normal
1f40ba49,1964,Cooper LLC,2025-05-07,2025-06-18,2391.72,1,Paid,Stationery Set - for office use,0,Normal
45bc34ab,1914,Bell Ltd,2025-07-02,2025-06-23,4272.82,1,Unpaid,Whiteboard - bulk order,1,Due date earlier than invoice date
3d180737,1933,Schultz Group,2025-05-03,2025-05-30,1317.65,8,Unpaid,Notebook - quarterly maintenance,0,Normal
4bad6aee,1959,"Kelly, Carrillo and Rodgers",2025-10-13,2025-10-31,3653.78,7,Unpaid,Coffee Machine - bulk order,0,Normal
5c34fc16,1413,Clark and Sons,2025-05-16,2025-06-14,1171.21,2,Pending,DeskChair - installation included,1,Suspicious text validation
35783241,1627,Buckley-Taylor,2025-07-03,2025-07-25,1514.52,6,Pending,Software Subscription - monthly supply,0,Normal
486801ea,1697,Simpson Ltd,2025-10-09,2025-10-25,4916.72,7,Paid,DeliveryService - urgent delivery,1,Suspicious text validation
6180cd0e,1238,Miranda-Wilson,2025-08-07,2025-09-02,2317.15,1,Pending,Delivery Service - bulk order,0,Normal
f47b3af4,2090,Patterson-Leon,2025-10-05,2025-10-24,4446.54,4,Paid,Router - urgent delivery,0,Normal
d23f6938,1112,Vazquez Inc,2025-08-17,2025-09-16,4908.97,2,Paid,Consulting Services - installation included,0,Normal
8d6654b4,1049,"Spencer, Vazquez and Fernandez",2025-07-20,2025-08-20,570.37,8,Pending,Mouse - for office use,0,Normal
a50dbd27,1384,Floyd-Andrews,2025-06-22,2025-08-05,525.52,7,Paid,USB Drive - quarterly maintenance,0,Normal
f0aa7c86,1352,Oliver Ltd,2025-07-30,2025-09-09,358.033,5,Paid,Mouse - for office use,1,Suspicious invoice amount
9c469af8,2017,Bates PLC,2025-10-13,2025-11-24,576.65,10,Pending,Router - bulk order,1,Duplicate invoice ID
25b8dbac,1778,"Peters, Lopez and Brown",2025-04-28,2025-06-11,4299.13,7,Paid,Whiteboard- for office use,1,Suspicious text validation
11fb9f57,1430,Lewis Inc,2025-04-26,2025-05-29,3011.42,10,Paid,Cleaning Service - for office use,0,Normal
875a02d5,1911,Johns-Evans,2025-05-24,2025-06-18,2282.05,3,Paid,Cleaning Service - monthly supply,0,Normal
ff3add25,1723,Taylor-Anderson,2025-05-18,2025-06-21,1539.71,10,Pending,Delivery Service - bulk order,0,Normal
94363bdd,1694,"Perez, Chen and Kim",2025-09-24,2025-10-23,4829.11,2,Paid,Installation Service - for office use,0,Normal
d2660e5c,1895,Stone and Sons,2025-07-24,2025-08-10,1729.28,1,Paid,Notebook- for office use,1,Suspicious text validation
3b500efd,1480,Warner-Mcintyre,2025-07-24,2025-08-15,918.52,2,Unpaid,Office Desk - urgent delivery,0,Normal
0fb4e5bd,1367,Forbes Inc,2025-08-25,2025-08-21,3529.95,9,Paid,Installation Service - quarterly maintenance,1,Due date earlier than invoice date
578bf684,1487,"Rowe, Cardenas and Johnson",2025-05-25,2025-06-22,758.76,2,Paid,Keyboard - quarterly maintenance,0,Normal
44d4bc5f,1772,"Soto, Walker and Morgan",2025-10-12,2025-11-20,4728.37,3,Pending,Cleaning Service - bulk order,0,Normal
5302d4a8,1450,Romero Group,2025-06-21,2025-07-06,23391.300000000003,4,Paid,Printer - urgent delivery,1,Suspicious invoice amount
b43b1d15,1408,Carter LLC,2025-05-27,2025-06-19,1178.25,10,Unpaid,Mouse - quarterly maintenance,0,Normal
2f57a71e,1224,Johnson-Pittman,2025-07-10,2025-07-31,3454.44,4,Unpaid,USB Drive - customer support included,0,Normal
559f408b,1489,"Harris, Jones and Carter",2025-06-04,2025-06-23,677.13,3,Unpaid,SoftwareSubscription - bulk order,1,Suspicious text validation
79d6d1fb,1392,Ross-Mcintosh,2025-06-17,2025-07-14,888.31,2,Pending,Monitor - customer support included,0,Normal
3b152013,1011,Lewis PLC,2025-10-09,2025-11-14,3873.46,3,Paid,Mouse - for office use,1,Duplicate invoice ID
7424472d,1461,Rogers and Sons,2025-08-14,2025-09-11,1535.54,3,Paid,Office Desk - bulk order,0,Normal
2260bdbf,1998,"Jefferson, Reynolds and Martin",2025-06-22,2025-07-12,683.04,2,Unpaid,Printer - quarterly maintenance,0,Normal
8cbd3846,1145,Alexander-Hernandez,2025-08-09,2025-08-31,4164.56,8,Pending,Monitor - customer support included,0,Normal
aad08482,1400,"Waters, Soto and Smith",2025-05-02,2025-05-30,1478.6,1,Unpaid,Stationery Set - for office use,0,Normal
a3b16807,1087,"Anderson, Hawkins and Santiago",2025-06-29,2025-07-28,3856.99,5,Paid,Delivery Service - quarterly maintenance,0,Normal
525bd7f4,1140,Todd-Stephens,2025-05-06,2025-06-02,3269.16,5,Unpaid,Laptop - customer support included,0,Normal
5fe8285f,2055,"Cox, Lloyd and Hardy",2025-08-05,2025-09-10,3808.04,2,Unpaid,Router - urgent delivery,0,Normal
cc8f0239,1179,Brown Inc,2025-06-03,2025-07-15,3047.15,3,Paid,Laptop- customer support included,1,Suspicious text validation
a879ef5f,1538,Gonzalez PLC,2025-06-10,2025-07-12,2238.24,2,Pending,Printer - monthly supply,0,Normal
641a703c,1081,Hughes-Schultz,2025-09-26,2025-09-20,3486.79,1,Pending,Mouse - bulk order,1,Due date earlier than invoice date
67210639,1891,Roach-Smith,2025-09-27,2025-11-01,4422.96,3,Unpaid,Printer- for office use,1,Suspicious text validation
4edbcdd2,1370,Chambers-Phelps,2025-07-21,2025-08-11,35754.4,2,Paid,Coffee Machine - installation included,1,Suspicious invoice amount
c8f13217,1899,Peterson-Smith,2025-08-02,2025-08-21,1769.58,4,Pending,Laptop - urgent delivery,0,Normal
aa3886f0,2037,"Johns, Mills and Jones",2025-09-26,2025-10-23,680.42,4,Pending,Cleaning Service - for office use,0,Normal
d32c325e,1240,Lowe Ltd,2025-10-08,2025-11-12,3656.2,9,Paid,Laptop - monthly supply,1,Duplicate invoice ID
3e37a8b1,1947,Smith-Williams,2025-10-09,2025-10-01,3355.98,5,Unpaid,USB Drive - installation included,1,Due date earlier than invoice date
e777833a,1798,Watson-Caldwell,2025-06-24,2025-07-09,3685.58,5,Paid,Laptop - monthly supply,0,Normal
b2bda3fb,1330,"Obrien, Hays and Reeves",2025-08-12,2025-09-15,4918.07,4,Pending,Router - quarterly maintenance,0,Normal
e7c5a4de,1172,Bailey Ltd,2025-07-29,2025-09-11,4831.22,4,Unpaid,Notebook - installation included,0,Normal
6c2863ab,1300,Williams-Ryan,2025-05-08,2025-05-26,390.629,7,Paid,Pen Set - customer support included,1,Suspicious invoice amount
ba6ae6a4,1560,Juarez-Williamson,2025-05-08,2025-05-28,4553.21,4,Pending,Delivery Service - for office use,1,Duplicate invoice ID
8753a0f4,1119,Johnson-Perry,2025-09-11,2025-10-02,3491.08,3,Unpaid,Coffee Machine - bulk order,0,Normal
7c000949,1307,West Group,2025-05-19,2025-06-27,574.69,10,Pending,Stationery Set - installation included,0,Normal
103a7993,1420,Schwartz-Bowman,2025-09-18,2025-10-13,4946.81,10,Paid,Keyboard - bulk order,0,Normal
ea8c1097,1936,Mendoza-Cole,2025-09-14,2025-10-13,570.18,8,Pending,Maintenance Service - customer support included,0,Normal
d89abe66,1173,Jones-Smith,2025-06-05,2025-06-27,1111.23,1,Unpaid,Pen Set - urgent delivery,0,Normal
07e6d221,1786,Ward Group,2025-10-04,2025-09-24,2665.7,7,Unpaid,Maintenance Service - for office use,1,Due date earlier than invoice date
f7ab84bb,1146,Robinson-Stewart,2025-09-02,2025-10-17,2818.12,4,Unpaid,Office Desk - urgent delivery,0,Normal
9ccb0064,1226,"Yoder, Benson and Davis",2025-08-15,2025-08-14,3846.55,7,Unpaid,Pen Set - monthly supply,1,Due date earlier than invoice date
2a149e84,1098,Jimenez-Jones,2025-05-07,2025-06-08,1272.8,1,Pending,Laptop - monthly supply,0,Normal
2cea9df5,2026,Harrison LLC,2025-10-08,2025-11-21,4698.33,1,Pending,Laptop - quarterly maintenance,0,Normal
e9830614,1026,"Wheeler, Montgomery and Richardson",2025-08-14,2025-09-22,2834.24,1,Pending,Monitor- customer support included,1,Suspicious text validation
6a49dd16,1000,Gonzalez PLC,2025-05-05,2025-05-20,2022.51,8,Paid,Delivery Service - customer support included,0,Normal
b28580c5,1576,"Oliver, Mcdonald and Bartlett",2025-07-31,2025-07-23,4217.62,7,Paid,Laptop - bulk order,1,Due date earlier than invoice date
4b6f4d6a,1485,"Clark, Fischer and Gray",2025-05-23,2025-07-04,3805.75,7,Unpaid,Installation Service - urgent delivery,0,Normal
cbd27663,1440,Williams-Stephenson,2025-07-20,2025-09-03,2910.22,8,Unpaid,DeliveryService - customer support included,1,Suspicious text validation
aea7a7ca,1055,Hodges-Thomas,2025-09-10,2025-09-27,4017.25,9,Unpaid,Coffee Machine - bulk order,0,Normal
6df710b0,1280,"Horn, Wilson and Hanna",2025-06-15,2025-06-14,729.47,8,Paid,Printer - installation included,1,Due date earlier than invoice date
c5167651,1144,Collins PLC,2025-07-14,2025-08-27,1102.71,1,Unpaid,Delivery Service - customer support included,0,Normal
250feaeb,1750,Norman-Vasquez,2025-06-05,2025-07-11,4924.27,5,Pending,Router - installation included,0,Normal
7bf67463,1332,Gray-Edwards,2025-05-16,2025-06-09,1291.32,4,Unpaid,Delivery Service - bulk order,0,Normal
58c97abf,2014,"Caldwell, Jackson and Bernard",2025-09-22,2025-10-07,58.300000000000004,7,Unpaid,Notebook - bulk order,1,Suspicious invoice amount
17ca49bf,1431,Gibson Group,2025-08-13,2025-09-25,3141.49,7,Pending,Router - quarterly maintenance,0,Normal
22bda28a,2014,Brown-Boyle,2025-08-18,2025-09-06,4314.02,5,Pending,Keyboard - customer support included,0,Normal
2ae2b8bb,1482,Sanders-Stevens,2025-08-01,2025-09-15,808.71,6,Pending,Laptop - quarterly maintenance,0,Normal
b4d983b9,1308,"Steele, Mills and Mack",2025-08-29,2025-09-24,2229.9,9,Paid,Monitor - for office use,0,Normal
ce3f80a7,1736,Sullivan-Martinez,2025-09-02,2025-09-20,198.20000000000002,3,Unpaid,Software Subscription - urgent delivery,1,Suspicious invoice amount
fcbc9a5c,1213,"Ortega, Alexander and Nicholson",2025-05-05,2025-06-15,4825.61,2,Pending,Monitor - customer support included,0,Normal
84d2ea02,2023,"Bauer, Bailey and Rodriguez",2025-05-08,2025-06-11,3394.79,5,Unpaid,StationerySet - for office use,1,Suspicious text validation
69284bcd,1915,"Estes, Sellers and Butler",2025-06-03,2025-06-25,2942.48,5,Paid,Mouse- quarterly maintenance,1,Suspicious text validation
eb2b2574,1569,Thomas-Anderson,2025-08-12,2025-09-22,17955.899999999998,9,Unpaid,Software Subscription - urgent delivery,1,Suspicious invoice amount
ae6e6658,1859,Davis PLC,2025-06-04,2025-06-24,4959.73,6,Unpaid,Installation Service - installation included,0,Normal
ca82475c,1224,Hurley-Wagner,2025-07-12,2025-07-28,2145.66,10,Unpaid,Consulting Services - monthly supply,0,Normal
4ac33094,1159,Cooper Group,2025-07-02,2025-08-08,3869.99,8,Pending,Maintenance Service - installation included,0,Normal
7874bdee,2021,Willis Inc,2025-09-05,2025-09-29,301.6,9,Unpaid,Printer - urgent delivery,0,Normal
d765d7f9,1667,"Williams, Ramirez and Williams",2025-08-28,2025-08-19,623.57,4,Pending,Keyboard - monthly supply,1,Due date earlier than invoice date
b86db982,2046,Christensen-Stanley,2025-06-17,2025-07-19,4287.46,4,Paid,Keyboard - customer support included,0,Normal
676f83f9,2057,Atkinson-Collier,2025-07-16,2025-08-05,278.12,9,Paid,Whiteboard - customer support included,1,Duplicate invoice ID
b0f7ae01,1207,Greene Group,2025-09-15,2025-10-07,4259.25,3,Unpaid,Cleaning Service - quarterly maintenance,0,Normal
0b76c88a,1078,Huffman PLC,2025-09-28,2025-11-04,2501.59,2,Pending,SoftwareSubscription - customer support included,1,Suspicious text validation
df2e4e9f,1178,"Rice, Carson and Foster",2025-08-24,2025-09-08,2092.32,5,Paid,Notebook - urgent delivery,0,Normal
cefa9694,1203,Carr-Rivera,2025-06-30,2025-07-23,961.47,9,Paid,Mouse - bulk order,0,Normal
4c259f80,1155,"Thornton, Guerra and Smith",2025-07-05,2025-07-22,4868.31,6,Paid,Monitor - customer support included,0,Normal
28e264bd,1634,Kent Ltd,2025-08-02,2025-08-29,2592.31,7,Unpaid,Pen Set - customer support included,0,Normal
c29ff26d,1676,Moore-Bradshaw,2025-06-30,2025-07-24,4137.8,6,Paid,Monitor - urgent delivery,0,Normal
6bca3003,1738,"Johnson, Myers and Beard",2025-08-26,2025-10-02,482.05,8,Unpaid,Keyboard - bulk order,0,Normal
